로컬푸드인증번호,인증유효시작일자,인증유효종료일자,인증취소일자,사업장도로명주소,사업장지번주소,생산지도로명주소,생산지지번주소,품목명,재배면적,재배규모,인증부여일자,사업자명,사업자등록번호,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
2022-02-0186,2022-09-07,2024-09-06,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 가목길 79,,블루베리,,,2022-06-29,우선자,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0187,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 신덕성덕길 58-38,,대파,,,2022-06-29,유검옥,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-01-0130,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 이문길 93-14,,감자,,,2022-05-31,윤석구,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0131,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 항가길 28,,대파,,,2022-05-31,이기춘,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0132,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 평촌로 336-12,,마늘,,,2022-05-31,이동욱,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0133,2022-06-12,2024-06-11,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 천호로 110-4,,방울토마토,,,2022-05-31,이복경,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0134,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 대문안길 25,,대파,,,2022-05-31,이승조,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0135,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 원구암길 47-27,,딸기,,,2022-05-31,임민규,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0136,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 구이로 1509,,복숭아,,,2022-05-31,임성주,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0137,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 대문안길 30-3,,토마토,,,2022-05-31,임승순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0138,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 삼례읍 삼례로333, 101동 1112호(삼례우성아파트)",,양파,,,2022-05-31,장영례,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0139,2022-06-12,2024-06-11,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 삼례읍 삼례나들목로 338-18,,블루베리,,,2022-05-31,장효순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0140,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 소양면 원암로 234-6,,참나물,,,2022-05-31,정순화,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0141,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 삼례읍 용전길 21,,대파,,,2022-05-31,정창호,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0142,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 지암안길 35,,상추,,,2022-05-31,지성수,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0143,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 원용암길 18-5,,복숭아,,,2022-05-31,최규인,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0144,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 화산면 춘산로 158-1,,양파,,,2022-05-31,최명희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0145,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 이서면 출판로14, 3층 301호",,배추,,,2022-05-31,최미숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0146,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 이서면 반교로 21,105동 305호(남양사이버아파트)",,오이고추,,,2022-05-31,최선주,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0147,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 삼례읍 별산농원길 83,,부추,,,2022-05-31,최은심,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0148,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 봉동읍 낙평남북로 18, 201동 802호(봉동광신프로그레스2단지아파트)",,양파,,,2022-05-31,최준희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0149,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 봉동로 268,,양파,,,2022-05-31,태정섭,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0150,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 원백여길 158,,아욱,,,2022-05-31,하월례,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0151,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 봉동읍 낙평장기로 47, 그린빌라 5동 401호",,대추토마토,,,2022-05-31,한두열,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0152,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 삼례읍 별산농원길 73,,양파,,,2022-05-31,황은순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0153,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 화산면 궁평가양길 66,,양파,,,2022-06-29,김태수,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0154,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 정농홍개길 18-4,,포도,,,2022-06-29,백행금,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0155,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 이전길 19,,토마토,,,2022-06-29,오세화,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0156,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 봉동읍 봉동중앙로 53-20, 110동 706호(봉동주공아파트)",,포도,,,2022-06-29,이명근,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-01-0157,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 보상길 39-8,,감자,,,2022-06-29,조후재,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0158,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 소양면 마월길 29-6,,복숭아,,,2022-06-29,허부홍,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0101,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 오황쌍계길 61-8,,쪽파,,,2022-05-31,주명숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0102,2022-06-12,2024-06-11,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 추동안길 59-4,,포도,,,2022-05-31,김용선,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0103,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 구미1길 91,,포도,,,2022-05-31,박찬백,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0104,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 보상길 39-15,,포도,,,2022-05-31,이동석,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0105,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 신상길 22,,포도,,,2022-05-31,이중배,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0106,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 봉동로 268-67,,포도,,,2022-05-31,임인철,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0107,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 삼례읍 용전길 79-3,,딸기,,,2022-05-31,채영선,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0108,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 고산면 읍내6길 11-17,,부추,,,2022-05-31,강민석,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0109,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 죽림길 72,,오이,,,2022-05-31,강운석,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0110,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 상개길 25-3,,복숭아,,,2022-05-31,김동현,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0111,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 구재길 132-18,,매실,,,2022-05-31,김두순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0112,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 운주면 운주로 41,,취나물,,,2022-05-31,김명희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0113,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 동상면 동상로 1025,,블루베리,,,2022-05-31,김봉선,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0404,2022-09-29,2024-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 비봉면 천호로 389-6,,복숭아,,,2022-09-29,유희성,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-01-0114,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 고산면 원성재길 68-8,,감자,,,2022-05-31,김순덕,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0115,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 정농대농길 102-19,,배,,,2022-05-31,김원태,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0116,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 마치신덕길 26,,깻잎,,,2022-05-31,김은길,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0117,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 이문길 87-8,,블루베리,,,2022-05-31,김종배,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0118,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 경가천길 319,,마늘,,,2022-05-31,김창민,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0119,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 운곡덕암길 21,,대파,,,2022-05-31,김형수,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0120,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 새원길 36,,열무,,,2022-05-31,노경애,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0121,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 계곡신기길 67-11,,블루베리,,,2022-05-31,박정배,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-04-0122,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 지동봉계길 5,,도라지,,,2022-05-31,박정숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0123,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 봉서로 342,,대추토마토,,,2022-05-31,박진성,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0124,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 오황쌍계길 61-10,,대파,,,2022-05-31,서상근,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0125,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 동상면 묵계길 2,,블루베리,,,2022-05-31,송복환,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0126,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 대둔산로 210-21,,부추,,,2022-05-31,신원희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0127,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 구미1길 24,,마늘,,,2022-05-31,안앵순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0128,2022-08-30,2024-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 대문안길 5-7,,고구마순,,,2022-05-31,양상민,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0129,2022-05-31,2024-05-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 수선길 57-4,,마늘,,,2022-05-31,유화청,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0072,2022-04-28,2024-04-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 도계길 18-6,,고수,,,2022-04-28,우해현,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0073,2022-04-28,2024-04-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 초남신기길 135,,열무,,,2022-04-28,유향임,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0074,2022-04-28,2024-04-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 율소1길 44,,상추,,,2022-04-28,이강용,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-01-0075,2022-04-28,2024-04-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 상삼용암1길 63-5,,감자,,,2022-04-28,이덕구,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0076,2022-04-29,2024-04-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 지암안길 27,,양파,,,2022-04-28,이동구,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0077,2022-04-28,2024-04-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 이문길 271,,마늘,,,2022-04-28,이선규,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0078,2022-04-28,2024-04-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 완주로 386-31,,마늘,,,2022-04-28,이정훈,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-06-0079,2022-04-28,2024-04-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 상삼간중길 442,,표고버섯(송화고),,,2022-04-28,임정훈,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0080,2022-04-28,2024-04-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 주동길 122,,상추(카이피라),,,2022-04-28,정선화,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0081,2022-04-29,2024-04-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 동상면 구수길 142-5,,대파,,,2022-04-28,정인덕,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0082,2022-04-28,2024-04-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 춘향로 3960,,상추,,,2022-04-28,최수영,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0083,2022-04-28,2024-04-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 설경길 43-4,,고사리,,,2022-04-28,최순자,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
