육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
동서인도육교,기타,대로1-6호,동서대로,충청남도 천안시 서북구 천안대로 947-21,36.82589652,127.0916418,315,6,,4,4,1,,N,없음,,,,2008-01-01, ,양호,제한없음,,정기점검,2021-12-16,충청남도 천안시 서북구,2022-06-17,4490000,충청남도 천안시
청운교,기타,광로3-3호,번영로,충청남도 천안시 서북구 번영로 208,37.4314788,127.0708249,45,4,,4,5,1,116,Y,엘리베이터,2,,,2016-01-01, ,양호,제한없음,,정기점검,2021-12-16,충청남도 천안시 서북구,2022-06-17,4490000,충청남도 천안시
선샘교,기타,대로1-탕4호,불당22대로,충청남도 천안시 서북구 불당동 1877,37.4256126,127.0616059,60,5,,4,5,1,189,N,없음,,,,2016-01-01, ,양호,제한없음,,정기점검,2021-12-16,충청남도 천안시 서북구,2022-06-17,4490000,충청남도 천안시
구성육교,일반국도,1,국도1호,충청남도 천안시 동남구 구성동 258-3,37.4132376,127.0959693,28,4,,4,4,1,8,N,없음,,,,1992-01-01, ,양호,제한없음,도색,정기점검,2021-12-20,충청남도 천안시 동남구,2022-06-17,4490000,충청남도 천안시
유량육교,일반국도,1,국도1호,충청남도 천안시 동남구 원성동 613,37.4216639,127.0947382,28,4,,4,4,1,8,N,없음,,,,1992-01-01, ,양호,제한없음,도색,정기점검,2021-12-20,충청남도 천안시 동남구,2022-06-17,4490000,충청남도 천안시
태조산육교,일반국도,1,국도1호,충청남도 천안시 동남구 신부동 56-31,37.4254052,127.1006221,28,4,,4,4,1,8,N,없음,,,,1992-01-01, ,양호,제한없음,난간보수+도색,정기점검,2021-12-20,충청남도 천안시 동남구,2022-06-17,4490000,충청남도 천안시
구성삼거리육교,일반국도,1,국도1호,충청남도 천안시 동남구 구성동 490,37.4143464,127.0941728,32,4,,4,4,1,6,N,승강기,2,,,2008-01-01, ,양호,제한없음,도색,정기점검,2021-12-20,충청남도 천안시 동남구,2022-06-17,4490000,충청남도 천안시
천안삼거리육교,일반국도,1,국도1호,충청남도 천안시 동남구 삼룡동 257-17,37.4113395,127.1003013,54,4,,4,4,1,0,N,없음,,,,2009-01-01, ,양호,제한없음,도색+데크보수,정기점검,2021-12-20,충청남도 천안시 동남구,2022-06-17,4490000,충청남도 천안시
일봉육교,기타,대로 1-3,대로 1-3,충청남도 천안시 동남구 다가동 494,37.415009,127.0822442,42,4,,4,4,1,5,N,없음,,,,1997-01-01, ,양호,제한없음,도색,정기점검,2021-12-20,충청남도 천안시 동남구,2022-06-17,4490000,충청남도 천안시
신안육교,기타,대로 3-2,대로 3-2,충청남도 천안시 동남구 원성동 195-15,37.4248279,127.0942706,16,4,,4,4,1,2,N,없음,,,,1982-01-01, ,양호,제한없음,도색,정기점검,2021-12-20,충청남도 천안시 동남구,2022-06-17,4490000,충청남도 천안시
서부육교,기타,대로 1-2,대로 1-2,충청남도 천안시 동남구 봉명동 192-5,37.424628,127.0758939,28,4,,5,4,1,8,N,경사로,1,,,2007-01-01, ,양호,제한없음,도색,정기점검,2021-12-20,충청남도 천안시 동남구,2022-06-17,4490000,충청남도 천안시
태조산구름다리,기타,,중로2-127,충청남도 천안시 동남구 유량동 1-3,37.4329781,127.1133872,62,18,,18,1,1,0,N,없음,,,,1997-01-01, ,양호,제한없음,도색,정기점검,2021-12-20,충청남도 천안시 동남구,2022-06-17,4490000,충청남도 천안시
동인육교,시도,50,국채보상로,대구광역시 중구 국채보상로 725,35.868589,128.6098925,25.9,5.5,,4.5,3.3,,,N,N,,N,,,N,양호,제한없음,2018년 보수공사,정기점검,2020-06-23,대구광역시 중구청,2022-06-10,3410000,대구광역시 중구
동산육교,시도,57,달성로,대구광역시 중구 큰장로26길 25,35.868951,128.582297,27.9,5.5,,4.5,3.6,,,N,N,,N,,,N,양호,제한없음,2011년 확장공사,정기점검,2020-06-23,대구광역시 중구청,2022-06-10,3410000,대구광역시 중구
남부육교,일반국도,7호선,새천년대로,경상북도 포항시 북구 용흥동 628,36.027082,129.354123,29.6,4.5,,4.5,3,4.5,5,N,N,,,,1992-06-30,N,양호,제한없음,,정기점검,2022-04-01,경상북도 포항시 북구청 건설교통과,2022-06-08,5020000,경상북도 포항시
동부육교,시도,,삼흥로,경상북도 포항시 북구 두호동 1093,36.063703,129.381231,19.7,5,,5,3,5,2,N,N,,,,1997-06-30,N,양호,제한없음,,정기점검,2022-04-01,경상북도 포항시 북구청 건설교통과,2022-06-08,5020000,경상북도 포항시
동촌육교,일반국도,31호선,동해안로,경상북도 포항시 남구 동촌동 744-23,35.997785,129.388553,32,5,,4,3,,,N,N,,,,1996-01-01,N,양호,제한없음,,정기점검,2022-04-27,경상북도 포항시 남구청 건설교통과,2022-06-08,5020000,경상북도 포항시
송도1육교,시도,,희망대로,경상북도 포항시 남구 송도동 508,36.055954,129.378216,32,5,,5,2,,,N,N,,,,2018-04-09,N,양호,제한없음,,정기점검,2022-04-27,경상북도 포항시 남구청 건설교통과,2022-06-08,5020000,경상북도 포항시
송도2육교,시도,,희망대로,경상북도 포항시 남구 송도동 508,36.055954,129.378216,32,5,,5,2,,,N,N,,,,2018-04-09,N,양호,제한없음,,정기점검,2022-04-27,경상북도 포항시 남구청 건설교통과,2022-06-08,5020000,경상북도 포항시
지곡육교,시도,,포스코대로,경상북도 포항시 남구 지곡동 산57-4,36.027884,129.327709,24,5,,4,2,,,N,N,,,,2006-06-30,N,양호,제한없음,,정기점검,2022-04-27,경상북도 포항시 남구청 건설교통과,2022-06-08,5020000,경상북도 포항시
약전육교,일반국도,31호선,동해안로,경상북도 포항시 남구 동해면 약전리 353,35.9904614,129.452964,130,10,43.2,6,19.3,,,N,N,,,,1997-10-01,N,양호,제한없음,,정밀점검,2022-04-15,경상북도 포항시 남구청 건설교통과,2022-06-08,5020000,경상북도 포항시
영광중앙육교,기타,중로1-1,중로1-1호선,전라남도 영광군 영광읍 물무로,35.277492,126.506635,35,5.8,,5,2.5,1.1,0,N,없음,0,없음,0,,N,양호,제한없음,,정기점검,2020-11-18,전라남도 영광군청,2022-06-14,4970000,전라남도 영광군
북문재2교,기타,소로3-1,소로3-1호선,전라남도 영광군 영광읍 물무로2길,35.281943254,126.512027051,50,5.8,,5,2.5,1.1,4,N,없음,0,없음,0,,N,양호,제한없음,,정기점검,2020-11-18,전라남도 영광군청,2022-06-14,4970000,전라남도 영광군
법성육교,지방도,842호선,군서~홍농,전라남도 영광군 법성면 연우로,35.365058,126.443155,54.6,6.5,,6,2.6,1.8,0,N,없음,0,없음,0,,N,양호,제한없음,,정기점검,2020-11-18,전라남도 영광군청,2022-06-14,4970000,전라남도 영광군
홍농육교,지방도,15호선,외나로도~영광,전라남도 영광군 홍농읍 홍농로,35.399074,126.443144,36,5,,4,3,1,4,N,없음,0,없음,0,,N,양호,제한없음,,정기점검,2020-11-18,전라남도 영광군청,2022-06-14,4970000,전라남도 영광군
서천초육교,군도,,서천로,충청남도 서천군 서천읍 서천로 105,36.07756989,126.6883287,15,4.45,5,4.4,2,1.5,4,N,N,0,N,0,2012-11-30,N,양호,제한없음,도색작업,정기점검,2015-04-09,충청남도 서천군청,2022-06-17,4580000,충청남도 서천군
장항보도육교,국가지원지방도,68호,장산로,충청남도 서천군 장항읍 장산로 300-3,36.00770697,126.6926218,31.6,4.5,5,4.5,3.6,1.5,,Y,Y,0,N,0,2015-01-27,N,양호,제한없음,,정기점검,2020-04-10,충청남도 서천군청,2022-06-17,4580000,충청남도 서천군
한산모시전수교육관 연결육교,일반국도,29번,충절로,충청남도 서천군 한산면 충절로 1089,36.0799446,126.7987038,83.9,5.2,25,5.2,3,1.2,276,N,N,0,N,0,2020-06-12,N,양호,제한없음,도색작업,정기점검,2021-03-10,충청남도 서천군청,2022-06-17,4580000,충청남도 서천군
신가육교,시도,40번,하남대로,광주광역시 광산구 하남대로 305,35.178979805,126.827031794,35.0,4.5,,4.5,3.0,,,N,없음,0,없음,0,1993-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
신흥육교,일반국도,13번,사암로,광주광역시 광산구 사암로 26,35.146474368,126.807462814,25.5,4.3,,4.3,3.1,,,N,없음,0,없음,0,1993-10-30,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
우산육교,일반국도,13번,사암로,광주광역시 광산구 우산로 47,35.158670163,126.807719445,16.0,4.5,,4.5,3.0,,,N,없음,0,없음,0,1993-10-30,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
시영육교,일반국도,13번,사암로,광주광역시 광산구 월곡산정로 80,35.164232806,126.808518598,22.5,4.5,,4.5,3.0,,,N,없음,0,없음,0,1995-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
첨단경사육교,시도,85번,임방울대로,광주광역시 광산구 임방울대로 816,35.217684167,126.847351528,39.0,5.0,,5.0,3.0,,,Y,경사로,2,없음,0,1997-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
운남육교,시도,40번,하남대로,광주광역시 광산구 하남대로 261번길 11,35.179335934,126.820894164,35.0,4.5,,4.5,3.0,,,N,없음,0,없음,0,1998-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
대반육교,일반국도,13번,사암로,광주광역시 광산구 사암로 355,35.176076499,126.808435941,24.5,4.5,,4.5,3.0,,,N,없음,0,없음,0,2002-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
금구육교,시도,85번,임방울대로,광주광역시 광산구 임방울대로 174,35.176640333,126.817507891,59.0,4.5,,4.5,3.0,,,N,없음,0,없음,0,2001-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
보훈육교,구도,1번,산월로,광주광역시 광산구 산월로 101,35.208837397,126.847340632,25.0,4.8,,4.8,3.0,,,N,없음,0,없음,0,2003-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
산월육교,구도,1번,첨단중앙로,광주광역시 광산구 첨단중앙로68번길 99,35.211415193,126.847286385,25.0,4.8,,4.8,3.0,,,N,없음,0,없음,0,2003-11-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
신창1육교,시도,88번,장신로,광주광역시 광산구 신창로 71번길 17,35.190699609,126.835066162,47.0,4.5,,4.5,3.0,,,Y,경사로,2,없음,0,2004-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
고실육교,시도,91번,풍영로,광주광역시 광산구 풍영로 300,35.198558184,126.81547683,22.0,5.0,,5.0,4.0,,,Y,경사로,2,없음,0,2009-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
장덕육교,구도,1번,수등로,광주광역시 광산구 풍영로 145번길 42,35.185637046,126.812387962,30.0,4.5,,4.5,3.0,,,N,없음,0,엘리베이터,2,2009-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
장자울육교,시도,85번,임방울대로,광주광역시 광산구 임방울대로 174,35.176649388,126.817535315,58.0,4.5,,4.5,3.0,,,Y,경사로,2,없음,0,2004-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
아름2육교,시도,85번,임방울대로,광주광역시 광산구 수등로 123번길 75,35.18670553,126.82158616,64.0,4.5,,4.5,3.0,,,N,없음,0,엘리베이터,2,2009-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
아름1육교,시도,85번,임방울대로,광주광역시 광산구 수등로 115,35.182901292,126.821232174,31.0,4.5,,4.5,3.0,,,N,없음,0,엘리베이터,2,2009-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
수완육교,시도,85번,임방울대로,광주광역시 광산구 장덕로 137번길 39,35.197747073,126.82156202,67.0,4.5,,4.5,3.0,,,N,없음,0,엘리베이터,2,2009-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
솔빛육교,시도,88번,장신로,광주광역시 광산구 장신로 144,35.190777234,126.826122917,40.0,4.5,,4.5,3.0,,,N,없음,0,엘리베이터,2,2009-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
선운육교,일반국도,13번,동곡로,광주광역시 광산구 선운로2번길 40,35.146500403,126.777899087,76.0,4.5,,4.5,3.0,,,Y,경사로,2,없음,0,2010-01-01,N,양호,제한없음,,정기점검,2020-12-07,광주광역시 광산구청,2022-06-22,3630000,광주광역시 광산구
공단육교,기타,대로3류48,기타도로,대구광역시 달성군 논공읍 논공로 256,35.724928,128.455397,22,,,4.5,,,,N,N,,,,,N,양호,제한없음,,정기점검,2019-12-09,대구광역시 달성군청,2022-06-10,3480000,대구광역시 달성군
매곡육교,군도,대로2류63,군도5호,대구광역시 달성군 다사읍 대실역북로2길 161,35.865538,128.464439,36,,,5,,,,Y,Y,,,,,N,양호,제한없음,,정기점검,2019-12-09,대구광역시 달성군청,2022-06-10,3480000,대구광역시 달성군
응암육교,기타,광로2류23,기타도로,대구광역시 달성군 구지면 과학마을로2길 13-8,35.654274,128.417498,66,,,4.8,,,,Y,Y,,,,,N,양호,제한없음,,정기점검,2019-12-09,대구광역시 달성군청,2022-06-10,3480000,대구광역시 달성군
화원육교,기타,대로1류12,국도5호,대구광역시 달성군 화원읍 비슬로 2674,35.807598,128.508197,30,,,5,,,,N,N,,,,,N,양호,제한없음,,정기점검,2019-12-09,대구광역시 달성군청,2022-06-10,3480000,대구광역시 달성군
본리육교,기타,대로1류12,국도5호,대구광역시 달성군 옥포읍 비슬로 2215,35.78900546,128.4641388,35,,,5,,,,N,N,,,,,N,양호,제한없음,,정기점검,2020-01-04,대구광역시 달성군청,2022-06-10,3480000,대구광역시 달성군
세천육교,기타,대로2류63,군도5호,대구광역시 달성군 다사읍 세천로 182-11,35.874931,128.481016,30,,,5,,,,Y,Y,,,,,N,양호,제한없음,,정기점검,2019-12-09,대구광역시 달성군청,2022-06-10,3480000,대구광역시 달성군
서대구초교 육교,기타,,서대구로,대구광역시 서구 서대구로 328,35.88673533,128.5583873,30.6,5,,4.5,4,1.5,8,N,없음,,,,1993-01-01, ,양호,사용제한,도장 보수,정기점검,2020-12-04,대구광역시 서구청,2022-06-10,3430000,대구광역시 서구
서구청앞 육교,기타,,국채보상로,대구광역시 서구 국채보상로 267,35.87170331,128.5601843,47.9,5,,4.5,4,1.5,10,N,없음,,,,1994-01-01, ,양호,사용제한,도장 보수,정기점검,2020-12-18,대구광역시 서구청,2022-06-10,3430000,대구광역시 서구
서신 육교,기타,,국채보상로,대구광역시 서구 국채보상로 389,35.8722847,128.5734591,38.5,5,,4.5,3,1.5,6,N,없음,,,,1997-01-01, ,양호,사용제한,도장 보수,정기점검,2020-12-11,대구광역시 서구청,2022-06-10,3430000,대구광역시 서구
비산보도 육교,기타,,경부선(철도),대구광역시 서구 통학로52길 14-1,35.8832355,128.5646632,45,8,,6.5,4,1.5,46,Y,장애인블럭+엘리베이터,1,엘리베이터,2,2012-01-01, ,양호,사용제한,,정기점검,2020-12-21,대구광역시 서구청,2022-06-10,3430000,대구광역시 서구
원대보도 육교,기타,,경부선(철도),대구광역시 서구 달서로42길15-31,35.88096511,128.5742989,30,6.3,,5.5,4,1.5,42,Y,장애인블럭+엘리베이터,1,엘리베이터,2,2016-01-01, ,양호,사용제한,,정기점검,2020-12-21,대구광역시 서구청,2022-06-10,3430000,대구광역시 서구
솔뫼초교앞 육교,시도,,시민로,경기도 의정부시 오목로 1,37.73174228,127.0828489,36,5,,4.8,3.5,,,N,없음,0,,,,N,양호,제한없음,,정기점검,2021-11-09,경기도 의정부시청,2022-05-31,3820000,경기도 의정부시
금오벽산아파트앞 육교,시도,,금오로,경기도 의정부시 금오로80번길 15,37.75451516,127.0747778,43,5,,4.5,3,,,Y,엘리베이터,2,,,,N,양호,제한없음,,정기점검,2021-11-09,경기도 의정부시청,2022-05-31,3820000,경기도 의정부시
녹양택지 육교 1,시도,,체육로,경기도 의정부시 체육로 298-12,37.76035818,127.0397051,35,6.7,,4.5,4,,,Y,경사로,2,,,,N,양호,제한없음,,정기점검,2021-11-09,경기도 의정부시청,2022-05-31,3820000,경기도 의정부시
녹양택지 육교 3,시도,,체육로,경기도 의정부시 체육로 249-28,37.76123659,127.0368482,34,6.2,,4.5,4,,,Y,경사로,2,,,,N,양호,제한없음,,정기점검,2021-11-09,경기도 의정부시청,2022-05-31,3820000,경기도 의정부시
신촌삼거리 보도육교,시도,대로1-3,봉양로,경상남도 창원시 성산구 창원대로1137번길 18,35.1958027628,128.7107123293,70,5.3,,4.8,2,1.2,,Y,장애인 슬럼프,1,,,,N,보통,제한없음,,정기점검,2022-05-09,경상남도 창원시 성산구청,2022-06-14,5670000,경상남도 창원시
